pre,post,kind,weight
AVAR,AS1,chemical,2.0
AVAR,VA4,chemical,6.0
AVAR,AS2,chemical,3.0
AVAR,DA7,chemical,6.0
AVAR,AS5,chemical,1.0
AVAR,VA7,chemical,7.0
AVAR,DB5,chemical,2.0
AVAR,AS7,chemical,6.0
AVAR,AS8,chemical,10.0
AVAR,AS6,chemical,2.0
AVAR,AS9,chemical,10.0
RMGR,ASHR,chemical,1.0
RMGR,RIR,chemical,1.0
RMGR,RIGR,chemical,2.0
RMGR,AVBL,chemical,2.0
RMGR,AIMR,chemical,2.0
RMGR,AVBR,chemical,3.0
RMGR,IL2R,chemical,2.0
RMGR,OLLR,chemical,1.0
RMGR,URXR,chemical,3.0
RMGR,ADAR,chemical,2.0
RMGR,SMBVR,chemical,1.0
RMGR,AVAL,chemical,1.0
RMGR,AVDL,chemical,2.0
RMGR,AVER,chemical,6.0
RMGR,AVJL,chemical,4.0
RMGR,ALMR,chemical,1.0
RMGR,RMDDL,chemical,1.0
RMGR,RMDR,chemical,7.0
RMGR,SIADL,chemical,1.0
RMGR,SIAVR,chemical,2.0
RMGR,ALNR,chemical,4.0
RMGR,ADER,chemical,2.0
RMGR,SAAVR,chemical,1.0
RMGR,SAADL,chemical,3.0
RMGR,RMDL,chemical,20.0
RMGR,RMDVR,chemical,23.0
RMGR,SIBDL,chemical,2.0
AVER,CEPDL,chemical,1.0
AVER,AIZR,chemical,1.0
AVER,URXR,chemical,1.0
AVER,AVAL,chemical,14.0
AVER,AVDL,chemical,4.0
AVER,AVDR,chemical,4.0
AVER,AVAR,chemical,33.0
AVER,RMGR,chemical,1.0
AVER,AVEL,chemical,3.0
AVER,DA1,chemical,11.0
AVER,VA2,chemical,4.0
AVER,VA1,chemical,5.0
AVER,RIMR,chemical,1.0
AVER,SABD,chemical,1.0
AVER,DA2,chemical,7.0
AVER,DB3,chemical,1.0
AVER,OLLL,chemical,1.0
AVER,SABVL,chemical,12.0
AVER,SABVR,chemical,11.0
AVER,DA3,chemical,3.0
AVER,VA3,chemical,1.0
AVER,AS1,chemical,6.0
AVER,AS3,chemical,1.0
AVER,VA4,chemical,2.0
AVER,AS2,chemical,4.0
PVCL,ASHR,chemical,2.0
PVCL,ADLR,chemical,2.0
PVCL,AVBL,chemical,7.0
PVCL,AVBR,chemical,27.0
PVCL,SMBVR,chemical,3.0
PVCL,AVAL,chemical,5.0
PVCL,AVDL,chemical,7.0
PVCL,AVDR,chemical,11.0
PVCL,AVAR,chemical,7.0
PVCL,AVER,chemical,7.0
PVCL,PVCL,chemical,1.0
PVCL,AVJL,chemical,3.0
PVCL,AVJR,chemical,2.0
PVCL,SIBVL,chemical,7.0
PVCL,AVEL,chemical,2.0
PVCL,RID,chemical,12.0
PVCL,DVA,chemical,4.0
PVCL,RIS,chemical,2.0
PVCL,PVCR,chemical,10.0
PVCL,AVG,chemical,2.0
PVCL,DA8,chemical,2.0
PVCL,DB7,chemical,5.0
PVCL,PDEL,chemical,1.0
PVCL,DB2,chemical,4.0
PVCL,DB3,chemical,2.0
PVCL,DB4,chemical,6.0
PVCL,VB7,chemical,1.0
PVCL,VB11,chemical,1.0
PVCL,VB6,chemical,2.0
PVCL,SIBDL,chemical,2.0
PVCL,DA5,chemical,1.0
PVCL,AS1,chemical,1.0
PVCL,AS2,chemical,1.0
PVCL,DB5,chemical,2.0
PVCL,VB4,chemical,3.0
PVCL,VB8,chemical,1.0
OLQVL,AVAL,chemical,1.0
OLQVL,IL2L,chemical,1.0
OLQVL,AVDR,chemical,1.0
OLQVL,RICL,chemical,4.0
OLQVL,RMHL,chemical,2.0
OLQVL,SIAVL,chemical,9.0
OLQVL,RMDVR,chemical,14.0
OLQVL,SIBDL,chemical,13.0
AVJL,ASHR,chemical,1.0
AVJL,RIFR,chemical,1.0
AVJL,AVBL,chemical,5.0
AVJL,AVBR,chemical,6.0
AVJL,AVHL,chemical,3.0
AVJL,AVDL,chemical,1.0
AVJL,AVAR,chemical,1.0
AVJL,PVCL,chemical,5.0
AVJL,AVJR,chemical,1.0
AVJL,AINL,chemical,1.0
AVJL,AVEL,chemical,1.0
AVJL,RIS,chemical,1.0
AVJL,PVCR,chemical,1.0
AVJL,PVNR,chemical,4.0
AVJL,SABD,chemical,1.0
AVJR,PVQR,chemical,1.0
AVJR,AVBL,chemical,10.0
AVJR,AVBR,chemical,2.0
AVJR,AVAL,chemical,4.0
AVJR,AVDL,chemical,1.0
AVJR,AVDR,chemical,7.0
AVJR,AVAR,chemical,5.0
AVJR,AVER,chemical,3.0
AVJR,PVCL,chemical,5.0
AVJR,AVJL,chemical,1.0
AVJR,RID,chemical,2.0
AVJR,ALML,chemical,3.0
AVJR,PVCR,chemical,7.0
AVJR,AVM,chemical,1.0
AVJR,FLPR,chemical,2.0
AVJR,AVFR,chemical,1.0
AVJR,SABVL,chemical,3.0
URBR,CEPVR,chemical,4.0
URBR,ADLR,chemical,2.0
URBR,SMBDL,chemical,4.0
URBR,AVBR,chemical,1.0
URBR,IL2R,chemical,3.0
URBR,OLLR,chemical,1.0
URBR,URXR,chemical,16.0
URBR,ADAR,chemical,5.0
URBR,SMBVR,chemical,1.0
URBR,AVDL,chemical,1.0
URBR,RMGR,chemical,8.0
URBR,RICL,chemical,1.0
URBR,RICR,chemical,1.0
URBR,CEPDR,chemical,1.0
URBR,RMDR,chemical,1.0
URBR,SIADL,chemical,3.0
URBR,SIAVR,chemical,3.0
URBR,ADER,chemical,1.0
URBR,RMDL,chemical,1.0
URBR,SIBDR,chemical,2.0
URBR,IL1R,chemical,5.0
URBR,OLQDR,chemical,2.0
URBR,IL1DR,chemical,2.0
URBR,SIBVR,chemical,2.0
RICL,SAAVL,chemical,2.0
RICL,ADLR,chemical,2.0
RICL,CEPDL,chemical,1.0
RICL,ADAL,chemical,1.0
RICL,SMBDL,chemical,5.0
RICL,ADAR,chemical,7.0
RICL,SMBDR,chemical,1.0
RICL,AVAL,chemical,15.0
RICL,RIML,chemical,1.0
RICL,AVAR,chemical,18.0
RICL,OLQVL,chemical,1.0
RICL,URBR,chemical,2.0
RICL,RICR,chemical,2.0
RICL,RIVR,chemical,4.0
RICL,SMDDR,chemical,8.0
RICL,CEPVL,chemical,2.0
RICL,SMDDL,chemical,11.0
RICL,RIMR,chemical,8.0
RICL,SMDVR,chemical,1.0
RICL,RMFR,chemical,2.0
RICR,AIZL,chemical,6.0
RICR,AIBL,chemical,2.0
RICR,RMFL,chemical,1.0
RICR,AIBR,chemical,2.0
RICR,CEPDL,chemical,1.0
RICR,RIVL,chemical,1.0
RICR,SMDVL,chemical,6.0
RICR,ADAR,chemical,2.0
RICR,SMBDR,chemical,3.0
RICR,AVAL,chemical,15.0
RICR,RIML,chemical,10.0
RICR,AVAR,chemical,13.0
RICR,URBR,chemical,2.0
RICR,RICL,chemical,3.0
RICR,RMGL,chemical,1.0
RICR,CEPDR,chemical,1.0
RICR,SMDDR,chemical,9.0
RICR,SMDDL,chemical,9.0
RICR,VB1,chemical,7.0
RICR,RIMR,chemical,1.0
RICR,SMDVR,chemical,3.0
RICR,AVKR,chemical,1.0
RIPR,ADFR,chemical,1.0
RIPR,OLQVR,chemical,2.0
RIPR,AVBR,chemical,2.0
RIPR,RIH,chemical,1.0
RIPR,URBR,chemical,1.0
RIPR,BAGR,chemical,2.0
RIPR,URAVR,chemical,1.0
RIPR,IL1R,chemical,1.0
RIPR,OLQDR,chemical,3.0
SIBVL,SMBDR,chemical,1.0
SIBVL,SIAVR,chemical,5.0
SIBVL,ALNR,chemical,1.0
SIBVL,PVPL,chemical,1.0
BAGR,AIYL,chemical,3.0
BAGR,RIBL,chemical,22.0
BAGR,RIAL,chemical,18.0
BAGR,RIGL,chemical,10.0
BAGR,SMDVL,chemical,1.0
BAGR,BAGL,chemical,3.0
BAGR,AVAL,chemical,4.0
BAGR,OLQVL,chemical,2.0
BAGR,RIBR,chemical,1.0
BAGR,AVEL,chemical,8.0
BAGR,AQR,chemical,3.0
AINL,ASIL,chemical,11.0
AINL,RIBL,chemical,2.0
AINL,SAAVL,chemical,3.0
AINL,RMFL,chemical,1.0
AINL,ASGR,chemical,1.0
AINL,ASEL,chemical,1.0
AINL,AIAR,chemical,1.0
AINL,AFDR,chemical,10.0
AINL,AUAR,chemical,2.0
AINL,BAGL,chemical,5.0
AINL,RIBR,chemical,3.0
AINL,RID,chemical,2.0
AINL,RMDVL,chemical,3.0
RIBR,AIBL,chemical,3.0
RIBR,AUAR,chemical,2.0
RIBR,AIZR,chemical,2.0
RIBR,RIGR,chemical,5.0
RIBR,AVBL,chemical,2.0
RIBR,URYVR,chemical,2.0
RIBR,RIAR,chemical,8.0
RIBR,OLLR,chemical,1.0
RIBR,SMDVL,chemical,2.0
RIBR,BAGL,chemical,8.0
RIBR,RIH,chemical,2.0
RIBR,AVAR,chemical,6.0
RIBR,AVER,chemical,4.0
RIBR,AINL,chemical,1.0
RIBR,AVEL,chemical,6.0
RIBR,RIS,chemical,1.0
RIBR,SMDDL,chemical,2.0
RIBR,SMDVR,chemical,2.0
RIBR,RMED,chemical,1.0
RIBR,RMDVR,chemical,1.0
AVEL,AVAL,chemical,17.0
AVEL,AVDL,chemical,5.0
AVEL,AVAR,chemical,3.0
AVEL,PVCL,chemical,1.0
AVEL,RMGL,chemical,2.0
AVEL,ALML,chemical,1.0
AVEL,PVCR,chemical,2.0
AVEL,DA1,chemical,11.0
AVEL,VA1,chemical,12.0
AVEL,SABD,chemical,18.0
AVEL,DA2,chemical,5.0
AVEL,DB3,chemical,1.0
AVEL,DB4,chemical,1.0
AVEL,PVT,chemical,1.0
AVEL,VD3,chemical,1.0
AVEL,SABVL,chemical,16.0
AVEL,SABVR,chemical,12.0
AVEL,DA3,chemical,6.0
AVEL,DA4,chemical,1.0
AVEL,VA3,chemical,1.0
AVEL,AS1,chemical,3.0
AVEL,AS3,chemical,2.0
AVEL,VA4,chemical,1.0
AVEL,VD2,chemical,1.0
RID,FLPL,chemical,1.0
RID,AS11,chemical,1.0
RID,DD1,chemical,3.0
RID,DA2,chemical,1.0
RID,RMED,chemical,5.0
RID,DD2,chemical,2.0
RID,VD13,chemical,2.0
RID,DA6,chemical,2.0
RID,DB1,chemical,1.0
RID,DD3,chemical,2.0
RID,VD5,chemical,1.0
URAVR,URYVR,chemical,1.0
URAVR,RIH,chemical,1.0
URAVR,ADAR,chemical,1.0
URAVR,RIPR,chemical,13.0
URAVR,RMDDR,chemical,1.0
URAVR,RMDVL,chemical,1.0
URAVR,RMER,chemical,4.0
URAVR,IL1R,chemical,2.0
URAVR,PVT,chemical,3.0
URAVR,RMEL,chemical,1.0
URAVR,RMEV,chemical,2.0
URAVR,IL2VR,chemical,3.0
URAVR,IL1VR,chemical,9.0
RIVR,RIAL,chemical,6.0
RIVR,SMBVL,chemical,1.0
RIVR,RIAR,chemical,2.0
RIVR,RIVL,chemical,8.0
RIVR,RMDDL,chemical,1.0
RIVR,RMDR,chemical,4.0
RIVR,SAADL,chemical,12.0
RIVR,SIAVL,chemical,5.0
RIVR,RMHR,chemical,2.0
RIVR,SMDDL,chemical,6.0
RIVR,SMDVR,chemical,3.0
RIVR,RMDVR,chemical,1.0
AQR,RIAL,chemical,8.0
AQR,RIR,chemical,1.0
AQR,RIGL,chemical,1.0
AQR,AVBL,chemical,7.0
AQR,RIAR,chemical,4.0
AQR,AVBR,chemical,12.0
AQR,URXL,chemical,5.0
AQR,BAGL,chemical,8.0
AQR,PVPR,chemical,1.0
AQR,AVAL,chemical,4.0
AQR,AVDL,chemical,3.0
AQR,AVDR,chemical,2.0
AQR,AVAR,chemical,6.0
AQR,PVCL,chemical,1.0
AQR,AVJL,chemical,3.0
AQR,BAGR,chemical,5.0
AQR,DVA,chemical,6.0
AQR,PVPL,chemical,3.0
AQR,PVCR,chemical,4.0
IL1DL,RIPL,chemical,11.0
IL1DL,RMDDR,chemical,3.0
IL1DL,RMDVL,chemical,3.0
IL1DL,IL2DL,chemical,1.0
IL1DL,URADL,chemical,10.0
IL1DL,RMEL,chemical,1.0
RMGL,AIBR,chemical,2.0
RMGL,CEPDL,chemical,1.0
RMGL,ASHL,chemical,1.0
RMGL,ADAL,chemical,4.0
RMGL,SMBVL,chemical,2.0
RMGL,AVBR,chemical,3.0
RMGL,ADLL,chemical,1.0
RMGL,URXL,chemical,3.0
RMGL,AVAL,chemical,3.0
RMGL,AIML,chemical,3.0
RMGL,SIBVL,chemical,4.0
RMGL,AVEL,chemical,2.0
RMGL,RID,chemical,2.0
RMGL,RMDR,chemical,16.0
RMGL,SIADL,chemical,2.0
RMGL,RMDDR,chemical,1.0
RMGL,RMHL,chemical,1.0
RMGL,SIADR,chemical,2.0
RMGL,SMDDR,chemical,2.0
RMGL,SAADL,chemical,1.0
RMGL,SIAVL,chemical,4.0
RMGL,RMDVL,chemical,15.0
RMGL,RMHR,chemical,4.0
RMGL,PVPL,chemical,1.0
RMGL,RIFL,chemical,1.0
RMGL,SMDDL,chemical,1.0
RMGL,RMDL,chemical,2.0
RMGL,SIBDR,chemical,1.0
RMGL,SIBVR,chemical,4.0
RMGL,AVFR,chemical,1.0
ALMR,CEPVR,chemical,3.0
ALMR,URBR,chemical,1.0
ALMR,CEPDR,chemical,1.0
ALMR,RMDDL,chemical,1.0
ALMR,SIADL,chemical,1.0
ALMR,PVCR,chemical,10.0
ALMR,BDUR,chemical,14.0
ALMR,SMDDL,chemical,1.0
CEPDR,RIFR,chemical,2.0
CEPDR,SMBDL,chemical,1.0
CEPDR,OLLR,chemical,13.0
CEPDR,URXR,chemical,2.0
CEPDR,RIH,chemical,4.0
CEPDR,RMGR,chemical,1.0
CEPDR,URBR,chemical,14.0
CEPDR,RICL,chemical,13.0
CEPDR,RICR,chemical,19.0
CEPDR,RIBR,chemical,3.0
CEPDR,AVEL,chemical,9.0
CEPDR,CEPDR,chemical,6.0
CEPDR,RMDR,chemical,1.0
CEPDR,RMHL,chemical,7.0
CEPDR,RMHR,chemical,1.0
CEPDR,BDUR,chemical,5.0
CEPDR,IL1R,chemical,1.0
CEPDR,OLQDR,chemical,20.0
CEPDR,IL1DR,chemical,15.0
CEPDR,URADR,chemical,3.0
CEPDR,URYDR,chemical,3.0
CEPDR,RMDVR,chemical,3.0
CEPDR,SIBVR,chemical,1.0
RMDDL,RIAL,chemical,1.0
RMDDL,AVER,chemical,1.0
RMDDL,RMHL,chemical,1.0
RMDDL,RMDVL,chemical,1.0
RMDDL,CEPVL,chemical,2.0
RMDDL,IL1R,chemical,9.0
RMDDL,RMEV,chemical,2.0
RMDDL,IL1DR,chemical,2.0
RMDDL,RMDVR,chemical,22.0
RMDR,RIAL,chemical,14.0
RMDR,RIAR,chemical,21.0
RMDR,OLLR,chemical,2.0
RMDR,RMGL,chemical,1.0
RMDR,RMDDL,chemical,6.0
RMDR,SMDDR,chemical,1.0
RMDR,SIAVL,chemical,1.0
RMDR,RMDVL,chemical,9.0
RMDR,RIS,chemical,1.0
RMDR,RIMR,chemical,1.0
RMDR,IL1L,chemical,2.0
RMDR,RMDL,chemical,11.0
RMDR,AVKR,chemical,1.0
SIADL,SMBDL,chemical,18.0
SIADL,ALNR,chemical,4.0
SIADL,SDQR,chemical,4.0
SIADL,SMDDL,chemical,17.0
SIADL,RMDL,chemical,4.0
SIADL,SIBDL,chemical,4.0
SIADL,AVFR,chemical,1.0
SIAVR,SIBVL,chemical,2.0
SIAVR,PLNR,chemical,10.0
SIAVR,RMDL,chemical,1.0
ALNL,SAAVL,chemical,8.0
ALNL,RIAL,chemical,1.0
ALNL,SMDVL,chemical,1.0
ALNL,SMBDR,chemical,7.0
ALNL,RMGL,chemical,1.0
ALNL,RMDDR,chemical,1.0
ALNL,RMHL,chemical,1.0
ALNL,SIADR,chemical,1.0
RMDDR,RMDDL,chemical,1.0
RMDDR,RMDVL,chemical,26.0
RMDDR,RMDVR,chemical,3.0
RMHL,SAAVL,chemical,1.0
RMHL,URXR,chemical,1.0
RMHL,AVAR,chemical,1.0
RMHL,RICL,chemical,1.0
RMHL,RICR,chemical,1.0
RMHL,RID,chemical,1.0
RMHL,RMDDL,chemical,2.0
RMHL,RMDR,chemical,1.0
RMHL,IL1R,chemical,2.0
SIADR,CEPDL,chemical,1.0
SIADR,SMBDR,chemical,17.0
SIADR,AVAL,chemical,1.0
SIADR,SMDDR,chemical,17.0
SIADR,SDQL,chemical,4.0
SIADR,ALML,chemical,1.0
SIADR,SIBDR,chemical,4.0
SIADR,IL1VR,chemical,1.0
ALNR,SMBDL,chemical,4.0
ALNR,SMDVL,chemical,2.0
ALNR,AVAL,chemical,6.0
ALNR,RIML,chemical,5.0
ALNR,ADER,chemical,1.0
ALNR,SAAVR,chemical,6.0
ALNR,SMDDR,chemical,1.0
ADER,CEPVR,chemical,1.0
ADER,ASIR,chemical,1.0
ADER,RIGR,chemical,11.0
ADER,RIGL,chemical,12.0
ADER,RIAR,chemical,1.0
ADER,IL2R,chemical,1.0
ADER,OLLR,chemical,3.0
ADER,URXR,chemical,2.0
ADER,ADAR,chemical,1.0
ADER,AVAL,chemical,9.0
ADER,AVDR,chemical,5.0
ADER,AVAR,chemical,4.0
ADER,RMGR,chemical,5.0
ADER,AVER,chemical,4.0
ADER,AVJR,chemical,1.0
ADER,URBR,chemical,1.0
ADER,CEPDR,chemical,5.0
ADER,RMDR,chemical,6.0
ADER,ALNR,chemical,1.0
ADER,FLPL,chemical,1.0
ADER,FLPR,chemical,4.0
ADER,ADEL,chemical,3.0
ADER,RMDL,chemical,1.0
ADER,IL1R,chemical,1.0
ADER,SMDVR,chemical,1.0
SAAVR,RIPL,chemical,12.0
SAAVR,ASIR,chemical,1.0
SAAVR,AIBR,chemical,1.0
SAAVR,AVBL,chemical,1.0
SAAVR,SMBDL,chemical,1.0
SAAVR,RIAR,chemical,1.0
SAAVR,RIML,chemical,12.0
SAAVR,AVAR,chemical,39.0
SAAVR,IL1DL,chemical,12.0
SAAVR,ALNR,chemical,1.0
SAAVR,SAAVR,chemical,1.0
SAAVR,SMDDL,chemical,17.0
SAAVR,RIMR,chemical,7.0
SAAVR,RMEV,chemical,1.0
SMDDR,ASGL,chemical,1.0
SMDDR,RIBL,chemical,1.0
SMDDR,RIAL,chemical,5.0
SMDDR,ASJL,chemical,1.0
SMDDR,AIZR,chemical,2.0
SMDDR,RIAR,chemical,3.0
SMDDR,RIVL,chemical,1.0
SMDDR,SMDVL,chemical,5.0
SMDDR,SMBDR,chemical,3.0
SMDDR,AVER,chemical,1.0
SMDDR,RMDR,chemical,1.0
SMDDR,ALNL,chemical,1.0
SMDDR,SIADR,chemical,14.0
SMDDR,ALNR,chemical,2.0
SMDDR,RIS,chemical,3.0
SMDDR,SMDDL,chemical,4.0
SMDDR,RIMR,chemical,3.0
SMDDR,SIBDR,chemical,14.0
PLNL,SMBVL,chemical,10.0
PLNL,SAADL,chemical,5.0
PLNL,SIAVL,chemical,10.0
SAADL,AIBL,chemical,1.0
SAADL,RIGL,chemical,1.0
SAADL,OLLR,chemical,4.0
SAADL,AVAL,chemical,17.0
SAADL,RIML,chemical,11.0
SAADL,RIVR,chemical,1.0
SAADL,RIMR,chemical,16.0
SAADL,SABD,chemical,2.0
SAADL,RMDVR,chemical,1.0
SAADL,SIBVR,chemical,1.0
SAADL,RMFR,chemical,1.0
SIAVL,SMBVL,chemical,2.0
SIAVL,IL2L,chemical,1.0
SIAVL,PLNL,chemical,10.0
SIAVL,ADEL,chemical,1.0
SIAVL,SMDVR,chemical,10.0
SIAVL,SIBVR,chemical,2.0
PLNR,SAAVL,chemical,1.0
PLNR,SMDVL,chemical,2.0
PLNR,SMBVR,chemical,10.0
PLNR,SIAVR,chemical,10.0
PLNR,SAADR,chemical,8.0
PLNR,RMDVL,chemical,1.0
SAADR,AIBL,chemical,1.0
SAADR,RMFL,chemical,5.0
SAADR,AIBR,chemical,1.0
SAADR,SMDVL,chemical,5.0
SAADR,SMBDR,chemical,2.0
SAADR,SMBVR,chemical,1.0
SAADR,AVAL,chemical,1.0
SAADR,RIML,chemical,14.0
SAADR,AVAR,chemical,26.0
SAADR,RMGL,chemical,1.0
SAADR,PLNR,chemical,1.0
SAADR,RIMR,chemical,23.0
SAADR,SABD,chemical,2.0
SAADR,OLLL,chemical,3.0
SAADR,RMFR,chemical,1.0
RMDVL,CEPDL,chemical,2.0
RMDVL,URYVR,chemical,1.0
RMDVL,OLQVR,chemical,3.0
RMDVL,AVER,chemical,2.0
RMDVL,RMDR,chemical,2.0
RMDVL,SIAVR,chemical,2.0
RMDVL,RMDDR,chemical,41.0
RMDVL,SIBDR,chemical,1.0
RMDVL,IL1R,chemical,2.0
RMDVL,IL2VR,chemical,1.0
RMDVL,RMDVR,chemical,1.0
SDQL,RMFL,chemical,3.0
SDQL,AIBR,chemical,2.0
SDQL,AVBL,chemical,1.0
SDQL,AVBR,chemical,2.0
SDQL,SMBDR,chemical,11.0
SDQL,AVAL,chemical,6.0
SDQL,AVDL,chemical,3.0
SDQL,AVAR,chemical,8.0
SDQL,PVCL,chemical,1.0
SDQL,RICR,chemical,3.0
SDQL,RIPR,chemical,1.0
SDQL,SIBVL,chemical,1.0
SDQL,AVEL,chemical,1.0
SDQL,SIADR,chemical,2.0
SDQL,SAADR,chemical,2.0
SDQL,ALML,chemical,1.0
SDQL,FLPL,chemical,2.0
SDQL,DVA,chemical,1.0
SDQL,RIS,chemical,8.0
SDQL,PVR,chemical,1.0
ALML,CEPDL,chemical,2.0
ALML,SMBDR,chemical,2.0
ALML,AIML,chemical,1.0
ALML,AVDR,chemical,3.0
ALML,PVCL,chemical,11.0
ALML,RICL,chemical,2.0
ALML,RICR,chemical,3.0
ALML,AVEL,chemical,3.0
ALML,RMGL,chemical,3.0
ALML,RMDDR,chemical,1.0
ALML,SDQL,chemical,2.0
ALML,ALML,chemical,1.0
ALML,PVCR,chemical,4.0
ALML,CEPVL,chemical,3.0
ALML,RIFL,chemical,2.0
ALML,BDUL,chemical,15.0
FLPL,AIBL,chemical,3.0
FLPL,AIBR,chemical,3.0
FLPL,AVBL,chemical,22.0
FLPL,AVBR,chemical,22.0
FLPL,AVAL,chemical,33.0
FLPL,AVDL,chemical,30.0
FLPL,AVDR,chemical,34.0
FLPL,AVAR,chemical,48.0
FLPL,ADER,chemical,3.0
FLPL,DVA,chemical,1.0
FLPL,RIS,chemical,1.0
FLPL,PVCR,chemical,6.0
FLPL,FLPR,chemical,2.0
FLPL,ADEL,chemical,22.0
FLPL,DD1,chemical,6.0
FLPL,VA1,chemical,5.0
DVA,AIZL,chemical,5.0
DVA,SAAVL,chemical,3.0
DVA,RIAL,chemical,3.0
DVA,RIR,chemical,4.0
DVA,AUAR,chemical,8.0
DVA,AIZR,chemical,3.0
DVA,AVBL,chemical,1.0
DVA,SMBDL,chemical,6.0
DVA,SMBVL,chemical,5.0
DVA,RIAR,chemical,4.0
DVA,AVBR,chemical,1.0
DVA,URXL,chemical,1.0
DVA,AUAL,chemical,4.0
DVA,SMDVL,chemical,1.0
DVA,PVPR,chemical,3.0
DVA,SMBDR,chemical,6.0
DVA,SMBVR,chemical,6.0
DVA,AVAL,chemical,6.0
DVA,AVDR,chemical,2.0
DVA,AVAR,chemical,2.0
DVA,AVER,chemical,17.0
DVA,PVCL,chemical,4.0
DVA,AVEL,chemical,19.0
DVA,AQR,chemical,6.0
DVA,SAAVR,chemical,1.0
DVA,SAADR,chemical,5.0
DVA,PVR,chemical,2.0
DVA,PVCR,chemical,1.0
DVA,DB7,chemical,1.0
DVA,VA2,chemical,2.0
DVA,PDEL,chemical,2.0
DVA,VB1,chemical,1.0
DVA,URYDL,chemical,3.0
DVA,RIMR,chemical,5.0
DVA,SABD,chemical,2.0
DVA,DA2,chemical,1.0
DVA,DB2,chemical,2.0
DVA,DB3,chemical,3.0
DVA,DB4,chemical,1.0
DVA,VA6,chemical,1.0
DVA,VA8,chemical,1.0
DVA,VA12,chemical,1.0
DVA,VB7,chemical,1.0
DVA,VB11,chemical,2.0
RIS,CEPVR,chemical,4.0
RIS,RIBL,chemical,8.0
RIS,CEPDL,chemical,4.0
RIS,URYVR,chemical,5.0
RIS,OLLR,chemical,5.0
RIS,SMDVL,chemical,1.0
RIS,RIML,chemical,10.0
RIS,AVER,chemical,18.0
RIS,RIBR,chemical,18.0
RIS,AVEL,chemical,17.0
RIS,CEPDR,chemical,1.0
RIS,RMDDL,chemical,1.0
RIS,RMDR,chemical,16.0
RIS,RMDDR,chemical,1.0
RIS,SMDDR,chemical,6.0
RIS,RIS,chemical,3.0
RIS,CEPVL,chemical,7.0
RIS,SMDDL,chemical,1.0
RIS,AVKL,chemical,6.0
RIS,RIMR,chemical,15.0
RIS,AVL,chemical,9.0
RIS,RMDL,chemical,10.0
RIS,SMDVR,chemical,1.0
RIS,RMEV,chemical,3.0
RIS,URYDR,chemical,1.0
RIS,AVKR,chemical,13.0
PVR,RIPL,chemical,16.0
PVR,CEPVR,chemical,2.0
PVR,AVBL,chemical,17.0
PVR,AVBR,chemical,17.0
PVR,ADAR,chemical,1.0
PVR,PVCL,chemical,4.0
PVR,AVJL,chemical,11.0
PVR,AVJR,chemical,5.0
PVR,RIPR,chemical,19.0
PVR,ALMR,chemical,2.0
PVR,DVA,chemical,2.0
PVR,PVR,chemical,1.0
PVR,SDQR,chemical,5.0
PVR,DB7,chemical,2.0
PVR,AVKL,chemical,1.0
PVR,VB3,chemical,2.0
PVR,PVM,chemical,1.0
PVR,PDER,chemical,1.0
PVR,SABD,chemical,2.0
PVR,DB2,chemical,2.0
PVR,DB3,chemical,3.0
PVR,DB4,chemical,1.0
PVR,VB7,chemical,1.0
PVR,DA9,chemical,2.0
PVR,URADL,chemical,3.0
PVR,IL1DR,chemical,5.0
PVR,IL1VL,chemical,9.0
PVR,IL1VR,chemical,9.0
PVR,DA5,chemical,1.0
SDQR,AIBL,chemical,8.0
SDQR,AVBL,chemical,23.0
SDQR,AVBR,chemical,19.0
SDQR,ADLL,chemical,1.0
SDQR,AVAL,chemical,8.0
SDQR,RICL,chemical,1.0
SDQR,RICR,chemical,3.0
SDQR,SIADL,chemical,2.0
SDQR,RMHL,chemical,15.0
SDQR,SDQL,chemical,4.0
SDQR,ALML,chemical,1.0
SDQR,DVA,chemical,10.0
SDQR,RMHR,chemical,7.0
RMHR,AIBR,chemical,3.0
RMHR,RMGL,chemical,8.0
RMHR,RMDR,chemical,1.0
RMHR,RMHL,chemical,3.0
RMHR,CEPVL,chemical,1.0
RMHR,SMDDL,chemical,3.0
RMHR,RMER,chemical,4.0
RMHR,RMDL,chemical,4.0
PVPL,ADAL,chemical,1.0
PVPL,RIR,chemical,1.0
PVPL,AVHR,chemical,3.0
PVPL,RIGL,chemical,3.0
PVPL,AVBL,chemical,13.0
PVPL,AVBR,chemical,12.0
PVPL,AVAL,chemical,4.0
PVPL,AVDR,chemical,3.0
PVPL,AVAR,chemical,3.0
PVPL,PVCL,chemical,3.0
PVPL,AQR,chemical,8.0
PVPL,PVCR,chemical,9.0
PVPL,PVDL,chemical,1.0
PVCR,AVBL,chemical,21.0
PVCR,AVBR,chemical,14.0
PVCR,AVHL,chemical,1.0
PVCR,PVPR,chemical,1.0
PVCR,AVAL,chemical,10.0
PVCR,AVDL,chemical,16.0
PVCR,AVDR,chemical,6.0
PVCR,AVAR,chemical,5.0
PVCR,AVER,chemical,6.0
PVCR,PVCL,chemical,5.0
PVCR,AVEL,chemical,6.0
PVCR,RID,chemical,19.0
PVCR,AQR,chemical,2.0
PVCR,FLPL,chemical,2.0
PVCR,DVA,chemical,3.0
PVCR,PVR,chemical,1.0
PVCR,LUAR,chemical,1.0
PVCR,DB7,chemical,1.0
PVCR,VB3,chemical,1.0
PVCR,PDEL,chemical,1.0
